Education,Age,Income,City,Gender,Marital Status,Job Role,Experience,Skills,Job Satisfaction,Workplace Type
Associate Degree,1.103735604904063,-0.9841761236977031,Chicago,Female,Married,Project Manager,-0.8699032746648558,Project Management,Satisfied,Hybrid
High School,-0.8719416861667253,1.25272502795907,Phoenix,Female,Divorced,Project Manager,-0.5560902236802493,Marketing,Neutral,Remote
Master's Degree,0.29883004187522333,1.3675066466217074,Los Angeles,Female,Married,Software Engineer,1.3267880822273905,Java,Neutral,In-office
Master's Degree,0.7378694398909541,-1.4930036741612993,Los Angeles,Male,Married,Software Engineer,0.3853489292735706,Data Analysis,Satisfied,Remote
Associate Degree,-0.14020935614050742,-0.6290726955856045,Chicago,Male,Married,HR Manager,-0.24227717269564264,SQL,Very Satisfied,Remote
Master's Degree,1.1769088379066848,0.44463280240825376,New York,Male,Single,Data Scientist,1.0129750312427839,Project Management,Very Dissatisfied,Hybrid
Bachelor's Degree,1.103735604904063,0.28939189775728064,Houston,Female,Single,Marketing Specialist,1.0129750312427839,Python,Satisfied,Remote
Master's Degree,0.29883004187522333,-0.010437161441372236,Los Angeles,Female,Single,Data Scientist,1.0129750312427839,Data Analysis,Very Dissatisfied,Hybrid
Master's Degree,1.7622947019276591,-1.3859823370308626,Phoenix,Other,Married,Graphic Designer,1.0129750312427839,Java,Dissatisfied,Hybrid
Associate Degree,-0.3597290551483728,-0.8268187786288572,Chicago,Female,Single,Project Manager,-1.1837163256494625,Communication,Dissatisfied,In-office
Associate Degree,-1.6036740161929433,-0.6239579645757451,Chicago,Female,Married,Marketing Specialist,-0.5560902236802493,Project Management,Very Satisfied,In-office
Master's Degree,0.8842159058961977,-0.3765460797264097,Houston,Male,Single,Sales Executive,0.6991619802581772,Python,Neutral,Remote
Master's Degree,0.8842159058961977,0.7339854815384361,Los Angeles,Male,Divorced,Software Engineer,0.6991619802581772,Project Management,Neutral,Hybrid
Master's Degree,0.5915229738857105,0.31066212395690274,New York,Other,Single,Researcher,1.6406011332119972,Communication,Very Satisfied,Hybrid
Associate Degree,0.3720032748778451,-0.7593043292987135,Houston,Female,Single,Data Scientist,-0.24227717269564264,Java,Neutral,In-office
Master's Degree,1.1769088379066848,-0.42353105700318683,Houston,Other,Divorced,HR Manager,1.0129750312427839,Excel,Very Satisfied,Hybrid
High School,-1.6036740161929433,-0.8362722124953559,New York,Male,Single,Project Manager,-1.1837163256494625,SQL,Satisfied,Hybrid
High School,0.15248357586997974,-0.37435909129460776,Chicago,Male,Married,Sales Executive,-1.4975293766340692,Excel,Very Dissatisfied,Hybrid
High School,1.103735604904063,0.9963888193477042,Chicago,Male,Single,Project Manager,-0.8699032746648558,Communication,Very Satisfied,In-office
Associate Degree,-0.21338258914312921,-1.332013106375105,Houston,Female,Single,Graphic Designer,-0.5560902236802493,Java,Very Satisfied,In-office
Associate Degree,-1.5305007831903215,-0.17276814149221936,Phoenix,Female,Single,HR Manager,-0.5560902236802493,Python,Satisfied,Hybrid
Bachelor's Degree,-1.310981084182456,0.9847836710563681,Chicago,Other,Single,Graphic Designer,0.3853489292735706,Excel,Dissatisfied,Hybrid
Master's Degree,-1.0182881521719689,1.4056025741434186,New York,Female,Single,Project Manager,1.6406011332119972,Communication,Satisfied,Hybrid
Master's Degree,-1.5305007831903215,-1.2888377218504992,Houston,Female,Single,HR Manager,0.3853489292735706,SQL,Very Dissatisfied,In-office
Bachelor's Degree,0.8110426728935759,0.8074259640386238,Los Angeles,Female,Married,Data Scientist,-0.24227717269564264,SQL,Neutral,In-office
High School,0.5915229738857105,1.0650320369007134,Chicago,Female,Divorced,Sales Executive,-1.4975293766340692,Java,Neutral,In-office
Associate Degree,-0.9451149191693471,1.4862036800574094,New York,Male,Single,Researcher,-1.1837163256494625,Python,Very Satisfied,Remote
Master's Degree,-0.7987684531641035,-0.48769447567169855,Los Angeles,Other,Divorced,Software Engineer,0.3853489292735706,Project Management,Very Satisfied,Hybrid
Associate Degree,0.9573891388988194,1.3871895425079248,Houston,Male,Divorced,Data Scientist,-0.5560902236802493,Marketing,Neutral,Hybrid
PhD,-0.14020935614050742,1.6323086169045646,Phoenix,Other,Single,Graphic Designer,1.3267880822273905,Marketing,Dissatisfied,Hybrid
Bachelor's Degree,1.7622947019276591,-1.6048575502458793,New York,Other,Married,Researcher,0.3853489292735706,Marketing,Dissatisfied,Hybrid
Master's Degree,-1.2378078511798343,-1.3953299488764677,Houston,Other,Married,Sales Executive,0.07153587828896397,Java,Very Satisfied,Hybrid
Bachelor's Degree,-1.4573275501876997,-1.5069721809192602,Phoenix,Other,Single,Sales Executive,0.6991619802581772,Python,Neutral,Remote
Bachelor's Degree,-0.9451149191693471,0.2987042355959212,Chicago,Other,Single,HR Manager,-0.5560902236802493,Data Analysis,Dissatisfied,Hybrid
Master's Degree,1.6891214689250373,0.1436397009797708,Los Angeles,Male,Single,Software Engineer,0.07153587828896397,Excel,Neutral,Hybrid
Bachelor's Degree,0.22565680887260153,1.2089499853160668,Phoenix,Male,Single,Graphic Designer,0.3853489292735706,Project Management,Satisfied,Remote
PhD,-0.14020935614050742,-0.9969100402119048,Chicago,Female,Single,HR Manager,1.9544141841966036,Marketing,Neutral,Remote
Associate Degree,1.6159482359224155,-1.2983264297239623,Chicago,Other,Married,Marketing Specialist,0.07153587828896397,Communication,Neutral,Remote
High School,0.22565680887260153,-0.469422540064063,Los Angeles,Male,Divorced,Software Engineer,-1.8113424276186758,SQL,Very Dissatisfied,In-office
Associate Degree,1.103735604904063,1.6494870582962993,Houston,Female,Divorced,Software Engineer,-0.24227717269564264,Data Analysis,Very Dissatisfied,Remote
Associate Degree,-1.0914613851745907,-0.44032148431831136,New York,Male,Single,Researcher,-0.24227717269564264,Project Management,Neutral,Remote
Bachelor's Degree,-1.310981084182456,-0.16172737731231604,Houston,Other,Married,Researcher,-0.8699032746648558,SQL,Dissatisfied,Remote
Bachelor's Degree,-0.5060755211536164,0.3646313546126603,Los Angeles,Male,Married,Sales Executive,0.6991619802581772,SQL,Neutral,Hybrid
Master's Degree,-1.6036740161929433,0.27503537692270985,New York,Other,Married,Project Manager,1.0129750312427839,SQL,Very Satisfied,In-office
Associate Degree,-0.5060755211536164,0.6473877944404722,New York,Female,Divorced,HR Manager,-0.24227717269564264,Marketing,Very Dissatisfied,In-office
Bachelor's Degree,1.0305623719014412,1.4556211160191468,Houston,Other,Single,Project Manager,0.6991619802581772,Data Analysis,Dissatisfied,In-office
PhD,-1.4573275501876997,0.3415268800508817,Phoenix,Other,Divorced,Sales Executive,1.3267880822273905,Marketing,Neutral,Remote
Master's Degree,1.7622947019276591,0.9238654610285947,Phoenix,Female,Divorced,Researcher,1.3267880822273905,Python,Very Satisfied,In-office
Bachelor's Degree,0.5915229738857105,0.36614813691213577,Houston,Other,Married,Project Manager,-0.8699032746648558,SQL,Very Dissatisfied,In-office
Bachelor's Degree,-0.7255952201614817,1.4154087480795627,New York,Female,Single,Software Engineer,-0.5560902236802493,Excel,Very Satisfied,Hybrid
Associate Degree,-0.5060755211536164,-1.1613221866736603,Los Angeles,Other,Married,Software Engineer,-1.1837163256494625,Project Management,Neutral,Hybrid
Master's Degree,-0.14020935614050742,-1.6503610192301454,Phoenix,Other,Married,Marketing Specialist,1.0129750312427839,SQL,Very Dissatisfied,Hybrid
Associate Degree,0.29883004187522333,-0.1302276890929752,Los Angeles,Male,Single,Sales Executive,-0.24227717269564264,Project Management,Satisfied,Hybrid
Associate Degree,1.103735604904063,1.446943710305868,Chicago,Male,Married,Graphic Designer,-0.24227717269564264,Java,Dissatisfied,Remote
High School,1.103735604904063,0.4436451302132464,Houston,Male,Married,Software Engineer,-1.4975293766340692,Java,Neutral,Hybrid
High School,1.6891214689250373,1.1592489095030196,Chicago,Female,Single,Project Manager,-0.8699032746648558,SQL,Very Dissatisfied,In-office
High School,-0.8719416861667253,-1.0624844191589984,Houston,Female,Divorced,Graphic Designer,-1.4975293766340692,Communication,Dissatisfied,In-office
High School,-1.0914613851745907,-0.4654718512840337,Houston,Male,Married,Graphic Designer,-0.5560902236802493,Java,Very Dissatisfied,Hybrid
Bachelor's Degree,-1.0914613851745907,0.9530017907813109,New York,Other,Divorced,Researcher,0.3853489292735706,SQL,Very Dissatisfied,Remote
High School,-1.1646346181772125,0.014819027545243703,Chicago,Other,Married,Sales Executive,-1.8113424276186758,SQL,Dissatisfied,In-office
Associate Degree,1.103735604904063,1.1848225645523163,Los Angeles,Other,Married,Sales Executive,0.07153587828896397,Marketing,Very Satisfied,In-office
Associate Degree,-0.14020935614050742,-0.6587028614358243,Phoenix,Male,Single,Software Engineer,-1.1837163256494625,Project Management,Neutral,Remote
Bachelor's Degree,-1.0914613851745907,1.4763269581073362,New York,Male,Married,HR Manager,0.3853489292735706,Java,Satisfied,In-office
Master's Degree,-0.21338258914312921,-1.4846790085176662,Los Angeles,Female,Divorced,HR Manager,1.3267880822273905,Data Analysis,Neutral,In-office
PhD,-1.0914613851745907,-0.9484788286495812,Chicago,Male,Married,Software Engineer,1.6406011332119972,Java,Very Dissatisfied,In-office
Master's Degree,0.4451765078804669,-0.40864542606414783,Los Angeles,Female,Divorced,Sales Executive,0.6991619802581772,Data Analysis,Neutral,In-office
Associate Degree,0.5183497408830887,0.32156179210894786,Los Angeles,Female,Single,Researcher,-0.24227717269564264,Java,Very Dissatisfied,Remote
Master's Degree,0.22565680887260153,1.5211954949662403,Houston,Male,Single,Sales Executive,-0.24227717269564264,Java,Dissatisfied,In-office
Associate Degree,-0.9451149191693471,1.6189397682650013,Chicago,Male,Married,Graphic Designer,0.07153587828896397,Excel,Neutral,Hybrid
High School,0.4451765078804669,-1.350955248115067,Phoenix,Female,Single,Sales Executive,-1.1837163256494625,Communication,Very Dissatisfied,Hybrid
Master's Degree,-0.5060755211536164,-0.286738457994672,Los Angeles,Male,Married,Sales Executive,0.3853489292735706,Marketing,Very Dissatisfied,Hybrid
Master's Degree,0.9573891388988194,1.41329230766169,Phoenix,Other,Divorced,Researcher,1.0129750312427839,Java,Dissatisfied,Remote
High School,-0.21338258914312921,1.0563899051943992,Phoenix,Male,Divorced,Sales Executive,-1.4975293766340692,Project Management,Dissatisfied,Hybrid
Bachelor's Degree,1.6159482359224155,-0.79387285612397,Phoenix,Male,Divorced,Graphic Designer,-0.5560902236802493,Communication,Satisfied,Hybrid
High School,1.0305623719014412,0.049881390468003814,New York,Female,Single,HR Manager,-0.8699032746648558,Data Analysis,Satisfied,Hybrid
Associate Degree,-1.1646346181772125,1.4942814276522907,Houston,Male,Divorced,Project Manager,-1.1837163256494625,Python,Satisfied,Remote
Associate Degree,0.0061371098647361585,-0.7950016243468355,Houston,Female,Married,Data Scientist,-0.5560902236802493,Project Management,Neutral,Remote
Master's Degree,1.3232553039119284,-0.7015255058907849,Chicago,Other,Married,Researcher,0.6991619802581772,Communication,Very Satisfied,In-office
Bachelor's Degree,1.2500820709093066,0.4329923801099531,Phoenix,Other,Divorced,Marketing Specialist,0.3853489292735706,Project Management,Very Dissatisfied,Hybrid
Bachelor's Degree,0.4451765078804669,-1.5102173895599986,Phoenix,Female,Divorced,Data Scientist,0.6991619802581772,Project Management,Very Satisfied,In-office
Bachelor's Degree,-0.5060755211536164,0.5690089509652478,Los Angeles,Male,Single,Data Scientist,-0.24227717269564264,Project Management,Satisfied,In-office
Associate Degree,1.103735604904063,0.9129657928765496,New York,Other,Single,Graphic Designer,-1.1837163256494625,Communication,Dissatisfied,Hybrid
Bachelor's Degree,0.3720032748778451,-1.4105330458781875,Chicago,Other,Divorced,Software Engineer,-0.8699032746648558,Python,Very Dissatisfied,Hybrid
High School,1.103735604904063,-0.28268194719374906,Phoenix,Male,Married,Sales Executive,-1.4975293766340692,Data Analysis,Satisfied,Remote
Associate Degree,0.5915229738857105,0.7243556776371146,Los Angeles,Female,Divorced,Sales Executive,-0.24227717269564264,Excel,Neutral,Hybrid
Associate Degree,-0.6524219871588599,0.9119075726676131,New York,Other,Single,Sales Executive,0.07153587828896397,Marketing,Very Dissatisfied,In-office
Bachelor's Degree,0.7378694398909541,1.157097195078182,Chicago,Male,Married,Software Engineer,-0.24227717269564264,Data Analysis,Very Dissatisfied,In-office
PhD,-1.0182881521719689,0.40928824742977726,Chicago,Male,Married,Graphic Designer,2.2682272351812105,Java,Dissatisfied,Hybrid
PhD,0.29883004187522333,0.30272547238987957,Phoenix,Other,Single,Researcher,0.07153587828896397,Communication,Very Dissatisfied,Remote
Bachelor's Degree,0.07931034286735796,-1.3969878272038014,Chicago,Female,Divorced,Project Manager,-0.24227717269564264,Project Management,Dissatisfied,In-office
Associate Degree,-0.7255952201614817,1.1946992865023895,Los Angeles,Other,Divorced,Project Manager,0.07153587828896397,Data Analysis,Satisfied,Hybrid
Bachelor's Degree,0.22565680887260153,0.8349749634779353,Chicago,Male,Divorced,Graphic Designer,-0.24227717269564264,Java,Neutral,Remote
Master's Degree,0.4451765078804669,0.09644307966120638,Houston,Other,Single,Marketing Specialist,0.6991619802581772,Communication,Neutral,Remote
Associate Degree,1.469601769917172,0.9574110416518793,Los Angeles,Female,Married,Project Manager,-0.8699032746648558,Java,Very Dissatisfied,In-office
PhD,0.3720032748778451,-1.6071856347055393,New York,Male,Single,Graphic Designer,1.6406011332119972,Project Management,Very Dissatisfied,In-office
PhD,-1.0914613851745907,0.9942723789298313,Phoenix,Other,Single,Project Manager,1.3267880822273905,Communication,Dissatisfied,Remote
Master's Degree,0.4451765078804669,0.979492570011686,Houston,Female,Single,HR Manager,0.3853489292735706,SQL,Dissatisfied,Hybrid
High School,1.3964285369145502,-0.19611953410274974,New York,Female,Married,Data Scientist,-1.8113424276186758,Marketing,Neutral,Remote
Associate Degree,-1.1646346181772125,1.4887434085588567,New York,Other,Single,Project Manager,-0.5560902236802493,Project Management,Neutral,In-office
High School,0.9573891388988194,1.5940715933549954,Chicago,Female,Married,Software Engineer,-1.4975293766340692,Java,Satisfied,In-office
Bachelor's Degree,1.3232553039119284,-1.6550171881494655,Los Angeles,Male,Married,Marketing Specialist,0.6991619802581772,Excel,Satisfied,Remote
Bachelor's Degree,0.29883004187522333,-0.6321768081984847,Los Angeles,Male,Divorced,HR Manager,0.6991619802581772,SQL,Very Satisfied,Hybrid
Bachelor's Degree,1.6891214689250373,-0.2423637572332714,Houston,Female,Married,Researcher,1.0129750312427839,SQL,Dissatisfied,Remote
Bachelor's Degree,-1.5305007831903215,0.5344404241399915,Chicago,Other,Divorced,Software Engineer,1.0129750312427839,Python,Very Satisfied,In-office
High School,0.15248357586997974,-0.9414945752706009,New York,Other,Single,Sales Executive,-1.8113424276186758,Data Analysis,Satisfied,Remote
PhD,-1.0182881521719689,-1.4653488527010943,New York,Other,Divorced,Data Scientist,2.5820402861658165,Marketing,Dissatisfied,Remote
High School,0.29883004187522333,-1.1157834436824294,Phoenix,Female,Single,Marketing Specialist,-0.5560902236802493,Python,Neutral,In-office
Bachelor's Degree,-1.6036740161929433,0.6659771961107886,Phoenix,Female,Married,Software Engineer,0.3853489292735706,Marketing,Very Satisfied,In-office
Bachelor's Degree,0.0061371098647361585,0.8303893425725442,Houston,Female,Single,Graphic Designer,0.3853489292735706,Java,Dissatisfied,Remote
Master's Degree,-0.9451149191693471,-0.8375773507530442,New York,Female,Married,Project Manager,0.6991619802581772,Project Management,Dissatisfied,Remote
High School,1.3964285369145502,-0.7934495680403953,Houston,Male,Single,Project Manager,-0.5560902236802493,Excel,Dissatisfied,Remote
Bachelor's Degree,0.15248357586997974,-0.16811197257289912,Chicago,Female,Single,Marketing Specialist,0.6991619802581772,SQL,Very Satisfied,Remote
Bachelor's Degree,-1.4573275501876997,1.3354778482978984,Los Angeles,Other,Single,Project Manager,-0.5560902236802493,Python,Neutral,Hybrid
Associate Degree,-1.2378078511798343,-0.09177902150161854,New York,Male,Single,Graphic Designer,-0.5560902236802493,Excel,Dissatisfied,Remote
Bachelor's Degree,-1.2378078511798343,-1.2217112865969653,Chicago,Other,Divorced,Software Engineer,0.07153587828896397,Marketing,Very Satisfied,Hybrid
PhD,-1.5305007831903215,-0.48381433490559833,New York,Female,Single,Software Engineer,2.2682272351812105,Project Management,Satisfied,In-office
PhD,-0.3597290551483728,1.4925177273040633,Phoenix,Male,Divorced,Project Manager,2.5820402861658165,SQL,Very Satisfied,Hybrid
High School,0.0061371098647361585,-0.05082589941577901,Houston,Female,Married,Project Manager,-1.8113424276186758,SQL,Very Satisfied,In-office
Associate Degree,-1.5305007831903215,0.9974470395566406,Phoenix,Male,Married,Sales Executive,-0.5560902236802493,Marketing,Very Satisfied,Hybrid
Associate Degree,-0.7987684531641035,0.686753586212907,Los Angeles,Other,Divorced,Data Scientist,-0.8699032746648558,Project Management,Dissatisfied,In-office
Associate Degree,-0.06703612313788564,-0.15904655278301041,Phoenix,Female,Married,Researcher,-0.5560902236802493,SQL,Very Satisfied,Remote
Associate Degree,1.0305623719014412,1.6655367314651683,New York,Female,Married,Marketing Specialist,-0.5560902236802493,Project Management,Satisfied,Hybrid
Associate Degree,-0.21338258914312921,-1.5754743024444113,Phoenix,Male,Single,Software Engineer,-0.24227717269564264,SQL,Dissatisfied,Hybrid
PhD,1.1769088379066848,-0.6742234245002252,New York,Male,Single,Marketing Specialist,0.07153587828896397,Java,Satisfied,In-office
PhD,0.07931034286735796,-1.2543750170461363,Los Angeles,Female,Single,Sales Executive,2.5820402861658165,Marketing,Very Dissatisfied,In-office
High School,-0.21338258914312921,-0.8458314683827483,Phoenix,Male,Divorced,Software Engineer,-0.5560902236802493,Project Management,Very Satisfied,Hybrid
Bachelor's Degree,-1.6036740161929433,0.9709209863193009,Houston,Male,Married,Sales Executive,-0.24227717269564264,Data Analysis,Dissatisfied,Remote
Associate Degree,-0.4329022881509946,1.18221228803694,Houston,Other,Single,HR Manager,-0.8699032746648558,Java,Very Satisfied,Hybrid
Bachelor's Degree,-1.6036740161929433,-1.5329691240521317,Phoenix,Male,Divorced,Project Manager,1.0129750312427839,Communication,Neutral,Remote
Bachelor's Degree,1.6159482359224155,-0.3295963764565971,Phoenix,Other,Divorced,Graphic Designer,1.0129750312427839,Excel,Neutral,Hybrid
Master's Degree,1.3232553039119284,-1.5161434227300425,New York,Male,Divorced,Researcher,-0.24227717269564264,SQL,Very Satisfied,Hybrid
Associate Degree,1.6891214689250373,1.0782597895124186,New York,Male,Married,Marketing Specialist,-0.8699032746648558,Java,Neutral,Remote
High School,-0.06703612313788564,1.0727570444259493,Phoenix,Female,Divorced,HR Manager,-0.8699032746648558,Project Management,Satisfied,Remote
Associate Degree,1.6159482359224155,1.486450598106161,Phoenix,Female,Married,HR Manager,-0.8699032746648558,Excel,Satisfied,In-office
Associate Degree,-0.7255952201614817,1.5827839111263402,Chicago,Female,Divorced,Graphic Designer,-1.1837163256494625,Marketing,Very Dissatisfied,Remote
Associate Degree,-1.6036740161929433,1.6080753741199205,New York,Female,Divorced,Graphic Designer,-0.24227717269564264,Excel,Dissatisfied,In-office
Associate Degree,0.07931034286735796,-1.298502799758785,Chicago,Other,Single,Software Engineer,-0.5560902236802493,Excel,Neutral,Remote
Bachelor's Degree,-0.9451149191693471,-1.1333146251438095,New York,Male,Married,Sales Executive,0.07153587828896397,Project Management,Satisfied,Hybrid
High School,0.8842159058961977,-1.3466870932723567,Los Angeles,Female,Divorced,Sales Executive,-1.4975293766340692,SQL,Very Satisfied,In-office
PhD,0.07931034286735796,0.6316555873342841,Houston,Other,Single,HR Manager,0.07153587828896397,Java,Neutral,Remote
Master's Degree,0.3720032748778451,-0.5745743548253788,Los Angeles,Female,Married,Graphic Designer,0.07153587828896397,Java,Very Dissatisfied,Remote
Bachelor's Degree,0.9573891388988194,-0.4054002174234095,Los Angeles,Male,Divorced,Marketing Specialist,-0.24227717269564264,Java,Satisfied,Remote
High School,1.2500820709093066,1.459042694694708,Chicago,Other,Single,HR Manager,-1.1837163256494625,Marketing,Dissatisfied,In-office
Master's Degree,-0.4329022881509946,0.05633653374251599,New York,Other,Married,Researcher,1.3267880822273905,SQL,Very Satisfied,In-office
High School,-0.5792487541562381,1.4775615483510953,Phoenix,Male,Divorced,Graphic Designer,-0.5560902236802493,Python,Dissatisfied,Remote
Associate Degree,-0.5060755211536164,1.3076466568028704,Los Angeles,Other,Married,Sales Executive,-0.24227717269564264,Java,Very Satisfied,In-office
Bachelor's Degree,-0.5792487541562381,-0.169134918774871,Phoenix,Other,Single,Graphic Designer,0.07153587828896397,Data Analysis,Dissatisfied,Remote
Associate Degree,0.8110426728935759,0.05372625722713948,Chicago,Male,Divorced,Project Manager,-0.5560902236802493,Python,Dissatisfied,Hybrid
PhD,-0.8719416861667253,1.149548557587769,New York,Male,Divorced,HR Manager,0.3853489292735706,SQL,Dissatisfied,In-office
Master's Degree,-0.5792487541562381,-1.2056263394211317,Chicago,Other,Divorced,Data Scientist,1.3267880822273905,SQL,Dissatisfied,In-office
Bachelor's Degree,0.22565680887260153,-0.11901055487824913,New York,Male,Married,Sales Executive,0.3853489292735706,Project Management,Satisfied,In-office
Master's Degree,-1.3841543171850779,1.1590725394681969,Chicago,Male,Married,Sales Executive,0.07153587828896397,Communication,Very Dissatisfied,Hybrid
Bachelor's Degree,-1.310981084182456,-0.44705881964853994,Houston,Other,Single,Project Manager,0.07153587828896397,Marketing,Dissatisfied,Hybrid
Master's Degree,0.8842159058961977,-0.5822640883436501,Houston,Other,Single,Data Scientist,1.6406011332119972,Project Management,Very Dissatisfied,In-office
Bachelor's Degree,-0.7255952201614817,0.3327436523167094,Phoenix,Male,Married,Marketing Specialist,-0.5560902236802493,Java,Very Dissatisfied,In-office
Associate Degree,-0.9451149191693471,1.6122377069417373,Chicago,Other,Single,Project Manager,0.07153587828896397,SQL,Dissatisfied,In-office
Bachelor's Degree,-0.8719416861667253,-0.7450183564780718,New York,Female,Divorced,Software Engineer,0.07153587828896397,SQL,Dissatisfied,In-office
Master's Degree,-0.3597290551483728,0.35154469802881316,New York,Male,Divorced,Researcher,1.6406011332119972,Data Analysis,Satisfied,In-office
Bachelor's Degree,0.8110426728935759,1.4383368526065186,Phoenix,Other,Married,Researcher,-0.5560902236802493,Excel,Neutral,In-office
PhD,1.1769088379066848,1.3693761689908284,New York,Male,Married,HR Manager,0.6991619802581772,Excel,Very Satisfied,Hybrid
Bachelor's Degree,1.3964285369145502,-1.4646080985548386,Chicago,Male,Single,Sales Executive,-0.5560902236802493,SQL,Dissatisfied,Remote
Master's Degree,0.0061371098647361585,1.6274055299364927,New York,Other,Divorced,Data Scientist,1.0129750312427839,Python,Very Dissatisfied,In-office
Master's Degree,1.1769088379066848,-0.1612688152217769,Los Angeles,Female,Divorced,HR Manager,1.6406011332119972,Communication,Very Dissatisfied,In-office
PhD,-1.4573275501876997,-1.1067532978995054,Los Angeles,Other,Married,Researcher,0.07153587828896397,Python,Dissatisfied,In-office
High School,-1.1646346181772125,-1.3518370982891807,Chicago,Other,Single,Project Manager,-1.1837163256494625,Project Management,Very Dissatisfied,In-office
High School,0.22565680887260153,1.578339386248807,Houston,Male,Single,Software Engineer,-1.8113424276186758,Excel,Dissatisfied,Hybrid
Master's Degree,0.7378694398909541,1.0902529518803648,Houston,Male,Divorced,Graphic Designer,1.6406011332119972,Excel,Neutral,Hybrid
Master's Degree,1.0305623719014412,0.2886864176179897,Houston,Male,Married,Project Manager,1.6406011332119972,Data Analysis,Very Satisfied,Remote
Associate Degree,-0.5792487541562381,1.2275746609933478,Chicago,Other,Divorced,Project Manager,-1.1837163256494625,SQL,Very Satisfied,Remote
High School,-1.5305007831903215,1.6295219703543655,Chicago,Other,Single,Marketing Specialist,-1.4975293766340692,SQL,Very Satisfied,Remote
High School,1.3232553039119284,-0.6500254557225457,Los Angeles,Male,Single,Researcher,-0.8699032746648558,Project Management,Neutral,Remote
Master's Degree,-1.1646346181772125,-1.0649888736534812,New York,Female,Single,HR Manager,1.6406011332119972,Marketing,Dissatisfied,In-office
Bachelor's Degree,-1.3841543171850779,1.3438025139415315,Phoenix,Female,Single,Project Manager,-0.24227717269564264,Data Analysis,Satisfied,Remote
Master's Degree,0.9573891388988194,0.205192843132906,Los Angeles,Other,Divorced,Software Engineer,1.0129750312427839,Excel,Neutral,Hybrid
Bachelor's Degree,0.6646962068883323,-0.6551049127254405,New York,Male,Divorced,Data Scientist,-0.5560902236802493,Python,Neutral,Hybrid
Bachelor's Degree,0.3720032748778451,0.42756018303741283,New York,Male,Single,Data Scientist,-0.5560902236802493,Marketing,Very Satisfied,Hybrid
High School,-0.7255952201614817,-0.6509778539105885,Phoenix,Other,Single,Researcher,-0.5560902236802493,Java,Dissatisfied,In-office
Bachelor's Degree,-1.6036740161929433,0.3542607965650833,Los Angeles,Male,Married,Graphic Designer,0.3853489292735706,Data Analysis,Very Satisfied,Hybrid
Master's Degree,0.8842159058961977,0.17196472857230236,Chicago,Other,Divorced,HR Manager,1.3267880822273905,Project Management,Satisfied,Hybrid
PhD,0.5183497408830887,0.1940109829251445,Phoenix,Other,Single,Sales Executive,1.3267880822273905,Marketing,Very Satisfied,Remote
High School,0.15248357586997974,-0.6073086332884787,Los Angeles,Male,Single,Data Scientist,-1.1837163256494625,Marketing,Neutral,In-office
High School,-0.5060755211536164,-0.12782905661938598,New York,Other,Divorced,Project Manager,-1.8113424276186758,Python,Very Satisfied,Hybrid
Associate Degree,-0.286555822145751,-0.9238928457952916,Houston,Male,Single,Project Manager,-0.5560902236802493,Python,Very Satisfied,Hybrid
Master's Degree,-1.6036740161929433,-0.41534748738741184,Houston,Female,Divorced,Marketing Specialist,1.3267880822273905,Marketing,Very Dissatisfied,In-office
High School,-1.310981084182456,-1.333177148604935,Los Angeles,Female,Single,Researcher,-1.8113424276186758,Data Analysis,Neutral,Remote
High School,1.469601769917172,1.6337901251970757,Houston,Other,Divorced,Researcher,-1.1837163256494625,Project Management,Satisfied,Hybrid
Associate Degree,1.0305623719014412,1.0410809861717858,Los Angeles,Female,Divorced,Sales Executive,-0.5560902236802493,Project Management,Satisfied,Remote
Associate Degree,0.9573891388988194,-0.4021550087826711,Chicago,Female,Married,Researcher,-0.5560902236802493,Marketing,Neutral,Remote
Master's Degree,0.9573891388988194,-1.1343022973388168,Houston,Male,Single,Data Scientist,0.3853489292735706,Project Management,Satisfied,Hybrid
Bachelor's Degree,-1.3841543171850779,-0.9576500704603635,Houston,Other,Divorced,Graphic Designer,0.07153587828896397,SQL,Dissatisfied,Remote
PhD,-0.3597290551483728,-1.6147342721959526,Phoenix,Male,Married,Project Manager,0.07153587828896397,Communication,Dissatisfied,Hybrid
Bachelor's Degree,-0.5060755211536164,0.9565644654847302,Los Angeles,Male,Divorced,Researcher,1.0129750312427839,Excel,Neutral,In-office
Master's Degree,1.3232553039119284,1.3390052489943531,New York,Other,Divorced,Data Scientist,0.07153587828896397,Python,Neutral,In-office
High School,-0.3597290551483728,1.0830570544595972,Los Angeles,Male,Single,Software Engineer,-1.8113424276186758,SQL,Dissatisfied,In-office
High School,-1.5305007831903215,-0.04786288283075703,Phoenix,Female,Divorced,Software Engineer,-1.8113424276186758,Marketing,Very Satisfied,Hybrid
PhD,1.5427750029197937,-1.6656346642457944,Houston,Male,Single,Sales Executive,1.0129750312427839,Java,Very Dissatisfied,In-office
Associate Degree,1.7622947019276591,-1.2726822266607363,Chicago,Male,Single,Data Scientist,0.07153587828896397,Data Analysis,Dissatisfied,Remote
Bachelor's Degree,1.1769088379066848,0.3833618523108349,Chicago,Female,Single,Software Engineer,1.0129750312427839,Project Management,Satisfied,Remote
Bachelor's Degree,0.22565680887260153,-1.5118047198734033,Chicago,Male,Married,Software Engineer,-0.8699032746648558,Marketing,Very Dissatisfied,Remote
