candidate_id,skills,qualification,experience_level,job_role,College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,qualification_simple,experience_level_clean,job_role_clean,skills_count,programming_skills_count
942.0,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Unknown,AIML,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,PhD,Unknown,AIML,4,2
943.0,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Mobile Developer,4,1
944.0,Unknown,Bachelor's in Computer Science,Entry,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Full Stack Python Developer,0,0
945.0,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
946.0,Unknown,Bachelor's in Graphic Design,Mid,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Designer,0,0
947.0,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Data Analyst,4,2
948.0,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,4,1
949.0,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,1
950.0,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
951.0,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Data Scientist,4,3
952.0,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Blockchain Developer,4,1
953.0,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Frontend Developer,5,3
954.0,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,2
955.0,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,4,2
956.0,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Unknown,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Unknown,HR,3,1
957.0,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,3
958.0,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
959.0,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,2
960.0,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,0
961.0,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Data Scientist,4,3
962.0,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Designer,5,1
963.0,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Kubernetes Operations Engineer,5,4
964.0,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Unknown,4,2
965.0,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Full Stack Python Developer,4,4
966.0,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
967.0,Unknown,Unknown,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Game Developer,0,0
968.0,"AWS, Terraform, Jenkins, Linux",Unknown,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Senior,DevOps Engineer,4,0
969.0,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
970.0,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Blockchain Developer,4,1
971.0,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Frontend Developer,4,3
,Unknown,Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,0,0
973.0,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,3,3
974.0,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,HR,3,2
975.0,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,2
976.0,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
977.0,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,0
978.0,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,2
979.0,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Entry,Data Analyst,4,2
980.0,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Kubernetes Operations Engineer,4,1
981.0,Unknown,Bachelor's in Information Technology,Mid,Unknown,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Unknown,0,0
982.0,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,PhD,Senior,AIML,4,2
983.0,"Java, Kotlin, Android SDK, REST APIs",Unknown,Mid,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Mid,Mobile Developer,4,1
984.0,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Full Stack Python Developer,4,4
985.0,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Full Stack Java Developer,4,3
986.0,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Designer,5,0
987.0,"SQL, R, Data Visualization, Statistics",Unknown,Entry,Data Analyst,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Entry,Data Analyst,4,2
988.0,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Game Developer,4,1
989.0,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,DevOps Engineer,4,1
990.0,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,PHP Developer,4,3
991.0,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Data Scientist,4,3
992.0,"Solidity, Ethereum, Web3, Blockchain",Unknown,Senior,Blockchain Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Unknown,Senior,Blockchain Developer,4,1
993.0,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Frontend Developer,5,3
994.0,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Senior,Backend Developer,4,2
995.0,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,Marketing,4,2
996.0,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,HR,3,1
997.0,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Mid,C# Developer,4,3
998.0,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Bachelor,Entry,Mobile Developer,5,1
999.0,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Senior,Cybersecurity Engineer,3,2
1000.0,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager,Unknown,100.0,7.54,7.55,6.0,No,5.0,6.0,3.0,Unknown,Master,Mid,Software Project Manager,3,0
,Unknown,Unknown,Unknown,Unknown,CLG0030,107.0,6.61,6.28,8.0,No,8.0,8.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0061,97.0,5.52,5.37,8.0,No,7.0,8.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0036,109.0,5.36,5.83,9.0,No,3.0,1.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0055,122.0,5.47,5.75,6.0,Yes,1.0,6.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0004,96.0,7.91,7.69,7.0,No,8.0,10.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0015,96.0,5.26,5.32,7.0,No,5.0,8.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0071,123.0,6.68,6.58,5.0,No,7.0,8.0,2.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0096,111.0,8.77,8.76,7.0,No,3.0,1.0,2.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0097,92.0,6.47,6.33,9.0,No,7.0,8.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0057,108.0,8.82,8.6,4.0,No,5.0,9.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0063,93.0,7.54,8.9,2.0,Yes,5.0,6.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0077,93.0,6.23,6.51,8.0,No,5.0,7.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0064,103.0,8.64,9.01,7.0,Yes,8.0,6.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0017,71.0,8.74,8.4,6.0,No,0.0,5.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0053,74.0,6.99,7.31,7.0,No,0.0,1.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0040,100.0,6.05,5.8,3.0,No,4.0,2.0,3.0,Unknown,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0070,84.0,7.61,7.54,6.0,No,0.0,10.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0050,104.0,9.61,10.01,10.0,Yes,9.0,2.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0068,86.0,8.2,8.15,7.0,No,8.0,9.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0015,100.0,5.86,5.56,7.0,Yes,3.0,6.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0072,100.0,8.41,8.07,5.0,Yes,1.0,3.0,3.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0034,96.0,7.14,7.11,3.0,Yes,2.0,3.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0030,101.0,7.96,8.22,2.0,Yes,8.0,6.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0087,78.0,8.67,9.17,7.0,Yes,10.0,10.0,2.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0073,91.0,7.57,7.86,4.0,Yes,7.0,2.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0024,101.0,9.07,9.45,2.0,No,2.0,6.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0008,82.0,8.61,8.86,8.0,No,5.0,1.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0057,105.0,8.08,8.48,2.0,No,3.0,1.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0070,90.0,5.75,5.33,6.0,Yes,5.0,10.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0025,95.0,9.18,9.61,6.0,Yes,3.0,3.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0077,90.0,9.68,9.58,9.0,Yes,10.0,1.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0034,127.0,5.68,6.1,5.0,No,5.0,3.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0025,99.0,7.44,7.02,4.0,No,9.0,9.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,Unknown,84.0,6.29,6.51,8.0,No,8.0,7.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0073,100.0,8.77,9.01,3.0,Yes,1.0,9.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0097,81.0,8.61,9.11,9.0,Yes,8.0,7.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0070,103.0,5.7,5.97,8.0,Yes,2.0,9.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,Unknown,70.0,9.39,9.27,8.0,No,4.0,3.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0006,80.0,5.9,5.96,10.0,Yes,6.0,7.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0082,102.0,8.99,8.86,5.0,No,1.0,6.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0090,111.0,7.28,6.98,1.0,No,3.0,2.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0036,102.0,6.64,6.39,10.0,No,0.0,6.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0036,98.0,5.79,7.55,9.0,No,10.0,6.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0075,95.0,5.84,5.89,2.0,Yes,2.0,2.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0018,77.0,8.31,8.72,6.0,Yes,5.0,5.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0015,89.0,7.75,8.16,6.0,Yes,1.0,6.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0094,93.0,5.61,5.16,1.0,Yes,7.0,2.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0089,115.0,5.56,5.14,10.0,Yes,5.0,3.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0016,105.0,5.36,5.11,10.0,No,2.0,8.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0076,73.0,8.72,8.48,10.0,Yes,0.0,5.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0014,104.0,8.56,8.15,7.0,No,9.0,8.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0047,94.0,5.29,5.18,7.0,Yes,3.0,10.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0054,89.0,7.8,7.89,1.0,Yes,3.0,4.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0058,109.0,5.42,5.5,10.0,No,10.0,4.0,1.0,Unknown,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0077,115.0,9.52,7.55,5.0,No,5.0,6.0,3.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0030,113.0,9.54,9.38,3.0,No,2.0,10.0,3.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0100,87.0,8.49,8.7,2.0,No,10.0,5.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0046,95.0,7.54,7.55,5.0,No,1.0,5.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0016,104.0,9.06,8.91,5.0,No,1.0,9.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0001,114.0,9.14,8.73,2.0,Yes,7.0,6.0,2.0,Unknown,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0041,92.0,7.85,7.65,6.0,No,6.0,3.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0093,97.0,6.53,6.17,7.0,No,0.0,4.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0027,83.0,6.09,6.06,1.0,No,8.0,9.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0077,82.0,6.64,6.3,3.0,No,2.0,6.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0062,112.0,8.14,8.1,4.0,No,2.0,8.0,1.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0081,120.0,5.86,5.58,2.0,No,5.0,7.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0028,98.0,6.29,6.53,6.0,Yes,10.0,1.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0020,115.0,7.34,6.87,5.0,Yes,3.0,1.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0055,105.0,6.17,6.22,4.0,No,9.0,10.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0051,90.0,7.94,7.61,2.0,No,10.0,7.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0069,105.0,9.62,9.12,1.0,Yes,1.0,2.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0088,123.0,8.74,9.11,8.0,No,2.0,9.0,0.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0073,99.0,8.33,8.5,2.0,No,10.0,6.0,3.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0097,123.0,7.91,7.51,4.0,No,0.0,9.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0034,60.0,7.44,7.6,10.0,Yes,2.0,2.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0027,112.0,5.93,6.04,5.0,No,3.0,9.0,3.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0097,101.0,9.47,9.44,2.0,No,5.0,9.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0038,95.0,6.24,6.16,10.0,No,2.0,10.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0029,101.0,5.46,5.85,9.0,Yes,10.0,6.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0035,70.0,8.75,8.5,2.0,No,5.0,5.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0020,96.0,5.88,7.55,6.0,No,1.0,10.0,2.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0019,105.0,6.86,6.69,7.0,No,10.0,2.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0005,122.0,5.14,7.55,6.0,No,7.0,6.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0025,92.0,5.69,6.11,4.0,No,4.0,9.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0093,87.0,5.87,6.22,6.0,No,0.0,3.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0026,92.0,5.27,5.57,2.0,No,5.0,3.0,3.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0051,113.0,8.28,8.77,10.0,No,2.0,4.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0066,104.0,9.19,9.39,6.0,Yes,3.0,10.0,4.0,Yes,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0061,92.0,6.87,7.12,6.0,No,9.0,4.0,1.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0015,107.0,9.37,9.85,8.0,Yes,7.0,1.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0045,100.0,6.07,5.58,3.0,Yes,5.0,2.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0006,114.0,6.63,6.76,7.0,No,10.0,6.0,5.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0058,89.0,5.75,5.99,9.0,No,7.0,5.0,4.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0001,95.0,7.54,8.52,4.0,Yes,4.0,10.0,0.0,No,Unknown,Unknown,Unknown,0,0
,Unknown,Unknown,Unknown,Unknown,CLG0073,94.0,7.1,7.48,7.0,No,0.0,6.0,5.0,No,Unknown,Unknown,Unknown,0,0
