Education,Age,Income,City,Gender,Marital Status,Job Role,Experience,Skills,Job Satisfaction,Workplace Type
Associate Degree,48,0.0,Chicago,Male,Married,Researcher,3.0,Excel,Dissatisfied,In-office
Bachelor's Degree,55,80718.0,Houston,Female,Single,Marketing Specialist,9.0,Python,Satisfied,Remote
0,63,61445.0,Los Angeles,Other,Single,Software Engineer,0.0,Excel,Neutral,Hybrid
Master's Degree,19,0.0,Los Angeles,Other,Single,Software Engineer,8.0,Communication,Satisfied,Hybrid
Master's Degree,44,72218.0,Los Angeles,Female,Single,Data Scientist,9.0,Data Analysis,Very Dissatisfied,Hybrid
High School,53,0.0,New York,Female,Divorced,Data Scientist,4.0,Project Management,Neutral,In-office
0,28,33123.0,New York,Other,Single,Sales Executive,0.0,Marketing,Dissatisfied,In-office
Master's Degree,64,33222.0,Phoenix,Other,Married,Graphic Designer,9.0,Java,Dissatisfied,Hybrid
Associate Degree,35,49074.0,Chicago,Female,Single,Project Manager,2.0,Communication,Dissatisfied,In-office
Associate Degree,18,54825.0,Chicago,Female,Married,Marketing Specialist,4.0,Project Management,Very Satisfied,In-office
Master's Degree,52,61839.0,Houston,Male,Single,Sales Executive,8.0,Python,Neutral,Remote
Master's Degree,52,93322.0,Los Angeles,Male,Divorced,Software Engineer,8.0,Project Management,Neutral,Hybrid
Master's Degree,48,81321.0,New York,Other,Single,Researcher,11.0,Communication,Very Satisfied,Hybrid
Associate Degree,45,50988.0,Houston,Female,Single,Data Scientist,5.0,Java,Neutral,In-office
Master's Degree,56,60507.0,Houston,Other,Divorced,HR Manager,9.0,Excel,Very Satisfied,Hybrid
High School,18,48806.0,New York,Male,Single,Project Manager,2.0,SQL,Satisfied,Hybrid
High School,42,61901.0,Chicago,Male,Married,Sales Executive,1.0,Excel,Very Dissatisfied,Hybrid
0,60,42043.0,Los Angeles,Other,Single,no details,0.0,Java,Dissatisfied,In-office
High School,55,100761.0,Chicago,Male,Single,Project Manager,3.0,Communication,Very Satisfied,In-office
Associate Degree,37,34752.0,Houston,Female,Single,Graphic Designer,4.0,Java,Very Satisfied,In-office
0,20,93993.0,Los Angeles,Other,Divorced,Graphic Designer,0.0,Data Analysis,Very Satisfied,Remote
Associate Degree,19,67616.0,Phoenix,Female,Single,HR Manager,4.0,Python,Satisfied,Hybrid
High School,35,0.0,Houston,Female,Single,Data Scientist,0.0,Project Management,Very Satisfied,Remote
Associate Degree,61,0.0,Chicago,Male,Married,Sales Executive,5.0,Data Analysis,Very Dissatisfied,In-office
Bachelor's Degree,27,0.0,Chicago,Female,Single,no details,9.0,Project Management,Very Dissatisfied,Remote
Bachelor's Degree,22,100432.0,Chicago,Other,Single,Graphic Designer,7.0,Excel,Dissatisfied,Hybrid
Master's Degree,26,112362.0,New York,Female,Single,Project Manager,11.0,Communication,Satisfied,Hybrid
Master's Degree,19,35976.0,Houston,Female,Single,HR Manager,7.0,SQL,Very Dissatisfied,In-office
Bachelor's Degree,51,95404.0,Los Angeles,Female,Married,Data Scientist,5.0,SQL,Neutral,In-office
0,55,106932.0,Chicago,Female,Married,Software Engineer,0.0,Python,Neutral,Remote
High School,48,102707.0,Chicago,Female,Divorced,Sales Executive,1.0,Java,Neutral,In-office
Associate Degree,27,114647.0,New York,Male,Single,Researcher,2.0,Python,Very Satisfied,Remote
Master's Degree,29,58688.0,Los Angeles,Other,Divorced,Software Engineer,7.0,Project Management,Very Satisfied,Hybrid
Associate Degree,53,111840.0,Houston,Male,Divorced,Data Scientist,4.0,Marketing,Neutral,Hybrid
PhD,38,118789.0,Phoenix,Other,Single,Graphic Designer,10.0,Marketing,Dissatisfied,Hybrid
Bachelor's Degree,64,27017.0,New York,Other,Married,Researcher,7.0,Marketing,Dissatisfied,Hybrid
Master's Degree,23,32957.0,Houston,Other,Married,Sales Executive,6.0,Java,Very Satisfied,Hybrid
Bachelor's Degree,20,29792.0,Phoenix,Other,Single,Sales Executive,8.0,Python,Neutral,Remote
Bachelor's Degree,27,80982.0,Chicago,Other,Single,HR Manager,4.0,Data Analysis,Dissatisfied,Hybrid
0,22,38237.0,Chicago,Female,Married,Researcher,0.0,Communication,Very Satisfied,Remote
Master's Degree,63,76586.0,Los Angeles,Male,Single,Software Engineer,6.0,Excel,Neutral,Hybrid
Bachelor's Degree,43,106787.0,Phoenix,Male,Single,Graphic Designer,7.0,Project Management,Satisfied,Remote
PhD,38,44252.0,Chicago,Female,Single,HR Manager,12.0,Marketing,Neutral,Remote
Associate Degree,62,35707.0,Chicago,Other,Married,Marketing Specialist,6.0,Communication,Neutral,Remote
High School,43,59206.0,Los Angeles,Male,Divorced,Software Engineer,0.0,SQL,Very Dissatisfied,In-office
Associate Degree,55,119276.0,Houston,Female,Divorced,Software Engineer,5.0,Data Analysis,Very Dissatisfied,Remote
0,61,0.0,Chicago,Female,Single,Marketing Specialist,0.0,Python,Satisfied,Remote
0,43,0.0,New York,Male,Married,no details,0.0,Project Management,Satisfied,Hybrid
Associate Degree,25,60031.0,New York,Male,Single,Researcher,5.0,Project Management,Neutral,Remote
Bachelor's Degree,22,67929.0,Houston,Other,Married,Researcher,3.0,SQL,Dissatisfied,Remote
Associate Degree,32,90747.0,Phoenix,Other,Single,no details,5.0,Data Analysis,Satisfied,In-office
Bachelor's Degree,33,82851.0,Los Angeles,Male,Married,Sales Executive,8.0,SQL,Neutral,Hybrid
Master's Degree,18,80311.0,New York,Other,Married,Project Manager,9.0,SQL,Very Satisfied,In-office
Associate Degree,33,90867.0,New York,Female,Divorced,HR Manager,5.0,Marketing,Very Dissatisfied,In-office
Bachelor's Degree,54,113780.0,Houston,Other,Single,Project Manager,8.0,Data Analysis,Dissatisfied,In-office
PhD,20,82196.0,Phoenix,Other,Divorced,Sales Executive,10.0,Marketing,Neutral,Remote
Master's Degree,64,98705.0,Phoenix,Female,Divorced,Researcher,10.0,Python,Very Satisfied,In-office
Bachelor's Degree,48,82894.0,Houston,Other,Married,Project Manager,3.0,SQL,Very Dissatisfied,In-office
Bachelor's Degree,30,112640.0,New York,Female,Single,Software Engineer,4.0,Excel,Very Satisfied,Hybrid
Associate Degree,33,39591.0,Los Angeles,Other,Married,Software Engineer,2.0,Project Management,Neutral,Hybrid
Bachelor's Degree,60,73893.0,New York,Male,Married,no details,6.0,Data Analysis,Satisfied,Hybrid
Master's Degree,38,25727.0,Phoenix,Other,Married,Marketing Specialist,9.0,SQL,Very Dissatisfied,Hybrid
Bachelor's Degree,19,46359.0,New York,Male,Single,no details,8.0,Data Analysis,Very Satisfied,In-office
Associate Degree,44,68822.0,Los Angeles,Male,Single,Sales Executive,5.0,Project Management,Satisfied,Hybrid
Associate Degree,55,113534.0,Chicago,Male,Married,Graphic Designer,5.0,Java,Dissatisfied,Remote
0,43,0.0,New York,Male,Single,Sales Executive,0.0,Communication,Neutral,In-office
High School,55,85091.0,Houston,Male,Married,Software Engineer,1.0,Java,Neutral,Hybrid
High School,63,105378.0,Chicago,Female,Single,Project Manager,3.0,SQL,Very Dissatisfied,In-office
0,42,48519.0,Houston,Female,Single,HR Manager,0.0,Project Management,Very Satisfied,Hybrid
High School,28,42393.0,Houston,Female,Divorced,Graphic Designer,1.0,Communication,Dissatisfied,In-office
High School,25,59318.0,Houston,Male,Married,Graphic Designer,4.0,Java,Very Dissatisfied,Hybrid
Bachelor's Degree,25,99531.0,New York,Other,Divorced,Researcher,7.0,SQL,Very Dissatisfied,Remote
High School,50,0.0,Phoenix,Female,Divorced,Graphic Designer,1.0,Project Management,Very Satisfied,Hybrid
High School,24,72934.0,Chicago,Other,Married,Sales Executive,0.0,SQL,Dissatisfied,In-office
Associate Degree,55,106103.0,Los Angeles,Other,Married,Sales Executive,6.0,Marketing,Very Satisfied,In-office
Associate Degree,38,53840.0,Phoenix,Male,Single,Software Engineer,2.0,Project Management,Neutral,Remote
Bachelor's Degree,25,114367.0,New York,Male,Married,HR Manager,7.0,Java,Satisfied,In-office
High School,38,38265.0,Houston,Male,Divorced,no details,4.0,SQL,Neutral,Remote
Master's Degree,37,30424.0,Los Angeles,Female,Divorced,HR Manager,10.0,Data Analysis,Neutral,In-office
PhD,25,45625.0,Chicago,Male,Married,Software Engineer,11.0,Java,Very Dissatisfied,In-office
Master's Degree,63,0.0,Phoenix,Female,Divorced,Project Manager,7.0,SQL,Neutral,Remote
0,48,54187.0,Phoenix,Female,Single,Researcher,0.0,Data Analysis,Dissatisfied,In-office
Master's Degree,46,60929.0,Los Angeles,Female,Divorced,Sales Executive,8.0,Data Analysis,Neutral,In-office
Bachelor's Degree,26,86892.0,New York,Female,Single,no details,6.0,Python,Dissatisfied,Remote
High School,32,45539.0,Chicago,Male,Divorced,no details,0.0,Data Analysis,Very Satisfied,Hybrid
Associate Degree,47,81630.0,Los Angeles,Female,Single,Researcher,5.0,Java,Very Dissatisfied,Remote
Master's Degree,43,115639.0,Houston,Male,Single,Sales Executive,5.0,Java,Dissatisfied,In-office
Associate Degree,27,118410.0,Chicago,Male,Married,Graphic Designer,6.0,Excel,Neutral,Hybrid
High School,46,34215.0,Phoenix,Female,Single,Sales Executive,2.0,Communication,Very Dissatisfied,Hybrid
Master's Degree,33,64385.0,Los Angeles,Male,Married,Sales Executive,7.0,Marketing,Very Dissatisfied,Hybrid
Master's Degree,53,112580.0,Phoenix,Other,Divorced,Researcher,9.0,Java,Dissatisfied,Remote
High School,37,102462.0,Phoenix,Male,Divorced,Sales Executive,1.0,Project Management,Dissatisfied,Hybrid
Bachelor's Degree,62,50008.0,Phoenix,Male,Divorced,Graphic Designer,4.0,Communication,Satisfied,Hybrid
High School,54,73928.0,New York,Female,Single,HR Manager,3.0,Data Analysis,Satisfied,Hybrid
Master's Degree,39,0.0,Phoenix,Female,Divorced,Researcher,10.0,SQL,Very Dissatisfied,In-office
Associate Degree,24,114876.0,Houston,Male,Divorced,Project Manager,2.0,Python,Satisfied,Remote
Associate Degree,40,49976.0,Houston,Female,Married,Data Scientist,4.0,Project Management,Neutral,Remote
Master's Degree,58,52626.0,Chicago,Other,Married,Researcher,8.0,Communication,Very Satisfied,In-office
Bachelor's Degree,57,84789.0,Phoenix,Other,Divorced,Marketing Specialist,7.0,Project Management,Very Dissatisfied,Hybrid
Bachelor's Degree,46,29700.0,Phoenix,Female,Divorced,Data Scientist,8.0,Project Management,Very Satisfied,In-office
Bachelor's Degree,33,88645.0,Los Angeles,Male,Single,Data Scientist,5.0,Project Management,Satisfied,In-office
Associate Degree,55,98396.0,New York,Other,Single,Graphic Designer,2.0,Communication,Dissatisfied,Hybrid
Bachelor's Degree,45,32526.0,Chicago,Other,Divorced,Software Engineer,3.0,Python,Very Dissatisfied,Hybrid
High School,55,64500.0,Phoenix,Male,Married,Sales Executive,1.0,Data Analysis,Satisfied,Remote
Associate Degree,48,93049.0,Los Angeles,Female,Divorced,Sales Executive,5.0,Excel,Neutral,Hybrid
Associate Degree,31,98366.0,New York,Other,Single,Sales Executive,6.0,Marketing,Very Dissatisfied,In-office
Bachelor's Degree,50,105317.0,Chicago,Male,Married,Software Engineer,5.0,Data Analysis,Very Dissatisfied,In-office
PhD,26,84117.0,Chicago,Male,Married,Graphic Designer,13.0,Java,Dissatisfied,Hybrid
PhD,44,81096.0,Phoenix,Other,Single,Researcher,6.0,Communication,Very Dissatisfied,Remote
Bachelor's Degree,41,32910.0,Chicago,Female,Divorced,Project Manager,5.0,Project Management,Dissatisfied,In-office
Associate Degree,30,106383.0,Los Angeles,Other,Divorced,Project Manager,6.0,Data Analysis,Satisfied,Hybrid
Bachelor's Degree,43,96185.0,Chicago,Male,Divorced,Graphic Designer,5.0,Java,Neutral,Remote
Master's Degree,46,75248.0,Houston,Other,Single,Marketing Specialist,8.0,Communication,Neutral,Remote
Associate Degree,60,99656.0,Los Angeles,Female,Married,Project Manager,3.0,Java,Very Dissatisfied,In-office
PhD,45,26951.0,New York,Male,Single,Graphic Designer,11.0,Project Management,Very Dissatisfied,In-office
Associate Degree,45,0.0,New York,Female,Divorced,no details,3.0,Excel,Satisfied,Remote
PhD,25,100701.0,Phoenix,Other,Single,Project Manager,10.0,Communication,Dissatisfied,Remote
Master's Degree,40,104888.0,Phoenix,Other,Married,no details,6.0,Java,Neutral,Remote
Master's Degree,46,100282.0,Houston,Female,Single,HR Manager,7.0,SQL,Dissatisfied,Hybrid
Associate Degree,22,0.0,New York,Other,Divorced,Graphic Designer,4.0,Java,Satisfied,In-office
High School,59,66954.0,New York,Female,Married,Data Scientist,0.0,Marketing,Neutral,Remote
Associate Degree,24,114719.0,New York,Other,Single,Project Manager,4.0,Project Management,Neutral,In-office
0,59,33804.0,New York,Female,Single,Project Manager,0.0,Python,Very Satisfied,In-office
High School,53,117705.0,Chicago,Female,Married,Software Engineer,1.0,Java,Satisfied,In-office
Bachelor's Degree,58,25595.0,Los Angeles,Male,Married,Marketing Specialist,8.0,Excel,Satisfied,Remote
Bachelor's Degree,44,54592.0,Los Angeles,Male,Divorced,HR Manager,8.0,SQL,Very Satisfied,Hybrid
Bachelor's Degree,63,65643.0,Houston,Female,Married,Researcher,9.0,SQL,Dissatisfied,Remote
Bachelor's Degree,19,87665.0,Chicago,Other,Divorced,Software Engineer,9.0,Python,Very Satisfied,In-office
High School,42,45823.0,New York,Other,Single,Sales Executive,0.0,Data Analysis,Satisfied,Remote
PhD,26,30972.0,New York,Other,Divorced,Data Scientist,14.0,Marketing,Dissatisfied,Remote
High School,44,40882.0,Phoenix,Female,Single,Marketing Specialist,4.0,Python,Neutral,In-office
Bachelor's Degree,18,91394.0,Phoenix,Female,Married,Software Engineer,7.0,Marketing,Very Satisfied,In-office
Bachelor's Degree,40,96055.0,Houston,Female,Single,Graphic Designer,7.0,Java,Dissatisfied,Remote
Master's Degree,27,48769.0,New York,Female,Married,Project Manager,8.0,Project Management,Dissatisfied,Remote
High School,59,50020.0,Houston,Male,Single,Project Manager,4.0,Excel,Dissatisfied,Remote
Bachelor's Degree,42,67748.0,Chicago,Female,Single,Marketing Specialist,8.0,SQL,Very Satisfied,Remote
Bachelor's Degree,20,110374.0,Los Angeles,Other,Single,Project Manager,4.0,Python,Neutral,Hybrid
Associate Degree,23,69912.0,New York,Male,Single,Graphic Designer,4.0,Excel,Dissatisfied,Remote
Bachelor's Degree,23,37879.0,Chicago,Other,Divorced,Software Engineer,6.0,Marketing,Very Satisfied,Hybrid
PhD,19,58798.0,New York,Female,Single,Software Engineer,13.0,Project Management,Satisfied,In-office
PhD,35,114826.0,Phoenix,Male,Divorced,Project Manager,14.0,SQL,Very Satisfied,Hybrid
High School,40,71073.0,Houston,Female,Married,Project Manager,0.0,SQL,Very Satisfied,In-office
Associate Degree,19,100791.0,Phoenix,Male,Married,Sales Executive,4.0,Marketing,Very Satisfied,Hybrid
Associate Degree,29,91983.0,Los Angeles,Other,Divorced,Data Scientist,3.0,Project Management,Dissatisfied,In-office
Associate Degree,39,68005.0,Phoenix,Female,Married,Researcher,4.0,SQL,Very Satisfied,Remote
Associate Degree,54,119731.0,New York,Female,Married,Marketing Specialist,4.0,Project Management,Satisfied,Hybrid
Associate Degree,37,27850.0,Phoenix,Male,Single,Software Engineer,5.0,SQL,Dissatisfied,Hybrid
PhD,56,53400.0,New York,Male,Single,Marketing Specialist,6.0,Java,Satisfied,In-office
PhD,41,36953.0,Los Angeles,Female,Single,Sales Executive,14.0,Marketing,Very Dissatisfied,In-office
High School,37,48535.0,Phoenix,Male,Divorced,Software Engineer,4.0,Project Management,Very Satisfied,Hybrid
Associate Degree,18,100536.0,Houston,Female,Divorced,no details,4.0,Excel,Dissatisfied,In-office
Bachelor's Degree,18,100039.0,Houston,Male,Married,Sales Executive,5.0,Data Analysis,Dissatisfied,Remote
Associate Degree,34,106029.0,Houston,Other,Single,HR Manager,3.0,Java,Very Satisfied,Hybrid
Bachelor's Degree,18,29055.0,Phoenix,Male,Divorced,Project Manager,9.0,Communication,Neutral,Remote
Bachelor's Degree,62,63170.0,Phoenix,Other,Divorced,Graphic Designer,9.0,Excel,Neutral,Hybrid
0,47,53251.0,Phoenix,Male,Single,HR Manager,0.0,Marketing,Satisfied,Remote
Master's Degree,58,29532.0,New York,Male,Divorced,Researcher,5.0,SQL,Very Satisfied,Hybrid
0,64,29924.0,Los Angeles,Female,Single,Marketing Specialist,0.0,Communication,Very Satisfied,In-office
0,20,73037.0,Houston,Male,Married,Graphic Designer,0.0,Excel,Very Dissatisfied,Hybrid
Associate Degree,63,103082.0,New York,Male,Married,Marketing Specialist,3.0,Java,Neutral,Remote
0,28,117115.0,Houston,Other,Married,Project Manager,0.0,Communication,Neutral,Hybrid
0,41,96621.0,New York,Male,Single,Graphic Designer,0.0,Communication,Very Satisfied,Remote
High School,39,102926.0,Phoenix,Female,Divorced,HR Manager,3.0,Project Management,Satisfied,Remote
Associate Degree,61,0.0,Houston,Other,Married,Marketing Specialist,6.0,Python,Very Satisfied,Remote
Associate Degree,62,114654.0,Phoenix,Female,Married,HR Manager,3.0,Excel,Satisfied,In-office
0,43,95400.0,Houston,Female,Married,Project Manager,0.0,Python,Neutral,Hybrid
Associate Degree,30,117385.0,Chicago,Female,Divorced,Graphic Designer,2.0,Marketing,Very Dissatisfied,Remote
Associate Degree,18,118102.0,New York,Female,Divorced,Graphic Designer,5.0,Excel,Dissatisfied,In-office
Associate Degree,41,35702.0,Chicago,Other,Single,Software Engineer,4.0,Excel,Neutral,Remote
Bachelor's Degree,27,40385.0,New York,Male,Married,Sales Executive,6.0,Project Management,Satisfied,Hybrid
High School,52,34336.0,Los Angeles,Female,Divorced,Sales Executive,1.0,SQL,Very Satisfied,In-office
PhD,41,90421.0,Houston,Other,Single,HR Manager,6.0,Java,Neutral,Remote
Master's Degree,45,56225.0,Los Angeles,Female,Married,Graphic Designer,6.0,Java,Very Dissatisfied,Remote
Bachelor's Degree,53,61021.0,Los Angeles,Male,Divorced,Marketing Specialist,5.0,Java,Satisfied,Remote
0,33,28782.0,New York,Other,Divorced,HR Manager,0.0,Data Analysis,Very Satisfied,Hybrid
High School,57,113877.0,Chicago,Other,Single,HR Manager,2.0,Marketing,Dissatisfied,In-office
Associate Degree,33,114630.0,Phoenix,Male,Married,no details,2.0,Communication,Satisfied,In-office
Master's Degree,34,74111.0,New York,Other,Married,Researcher,10.0,SQL,Very Satisfied,In-office
High School,32,114402.0,Phoenix,Male,Divorced,Graphic Designer,4.0,Python,Dissatisfied,Remote
Associate Degree,33,109585.0,Los Angeles,Other,Married,Sales Executive,5.0,Java,Very Satisfied,In-office
Bachelor's Degree,32,67719.0,Phoenix,Other,Single,Graphic Designer,6.0,Data Analysis,Dissatisfied,Remote
Associate Degree,51,74037.0,Chicago,Male,Divorced,Project Manager,4.0,Python,Dissatisfied,Hybrid
PhD,28,105103.0,New York,Male,Divorced,HR Manager,7.0,SQL,Dissatisfied,In-office
High School,18,28513.0,Chicago,Other,Single,no details,1.0,Marketing,Very Satisfied,Remote
Master's Degree,32,38335.0,Chicago,Other,Divorced,Data Scientist,10.0,SQL,Dissatisfied,In-office
Bachelor's Degree,43,69140.0,New York,Male,Married,Sales Executive,7.0,Project Management,Satisfied,In-office
Master's Degree,21,105373.0,Chicago,Male,Married,Sales Executive,6.0,Communication,Very Dissatisfied,Hybrid
0,60,102658.0,Houston,Other,Divorced,Sales Executive,0.0,Java,Very Dissatisfied,In-office
Bachelor's Degree,22,59840.0,Houston,Other,Single,Project Manager,6.0,Marketing,Dissatisfied,Hybrid
Master's Degree,52,56007.0,Houston,Other,Single,Data Scientist,11.0,Project Management,Very Dissatisfied,In-office
Bachelor's Degree,30,81947.0,Phoenix,Male,Married,Marketing Specialist,4.0,Java,Very Dissatisfied,In-office
Associate Degree,27,118220.0,Chicago,Other,Single,Project Manager,6.0,SQL,Dissatisfied,In-office
Bachelor's Degree,28,51393.0,New York,Female,Divorced,Software Engineer,6.0,SQL,Dissatisfied,In-office
Master's Degree,35,82480.0,New York,Male,Divorced,Researcher,11.0,Data Analysis,Satisfied,In-office
Bachelor's Degree,51,113290.0,Phoenix,Other,Married,Researcher,4.0,Excel,Neutral,In-office
PhD,56,111335.0,New York,Male,Married,HR Manager,8.0,Excel,Very Satisfied,Hybrid
Associate Degree,58,0.0,Houston,Female,Married,Researcher,4.0,SQL,Dissatisfied,Hybrid
Bachelor's Degree,59,30993.0,Chicago,Male,Single,Sales Executive,4.0,SQL,Dissatisfied,Remote
Master's Degree,40,118650.0,New York,Other,Divorced,Data Scientist,9.0,Python,Very Dissatisfied,In-office
Bachelor's Degree,24,0.0,New York,Female,Divorced,Researcher,6.0,Data Analysis,Satisfied,Hybrid
Master's Degree,56,67942.0,Los Angeles,Female,Divorced,HR Manager,11.0,Communication,Very Dissatisfied,In-office
PhD,20,41138.0,Los Angeles,Other,Married,Researcher,6.0,Python,Dissatisfied,In-office
Bachelor's Degree,29,0.0,Los Angeles,Other,Divorced,Graphic Designer,5.0,Communication,Dissatisfied,Hybrid
High School,24,34190.0,Chicago,Other,Single,Project Manager,2.0,Project Management,Very Dissatisfied,In-office
High School,43,117259.0,Houston,Male,Single,Software Engineer,0.0,Excel,Dissatisfied,Hybrid
Master's Degree,50,103422.0,Houston,Male,Divorced,Graphic Designer,11.0,Excel,Neutral,Hybrid
Master's Degree,54,80698.0,Houston,Male,Married,Project Manager,11.0,Data Analysis,Very Satisfied,Remote
Associate Degree,32,107315.0,Chicago,Other,Divorced,Project Manager,2.0,SQL,Very Satisfied,Remote
High School,19,118710.0,Chicago,Other,Single,Marketing Specialist,1.0,SQL,Very Satisfied,Remote
High School,58,54086.0,Los Angeles,Male,Single,Researcher,3.0,Project Management,Neutral,Remote
Master's Degree,24,42322.0,New York,Female,Single,HR Manager,11.0,Marketing,Dissatisfied,In-office
0,49,108569.0,Phoenix,Male,Divorced,Marketing Specialist,0.0,Marketing,Very Dissatisfied,In-office
Bachelor's Degree,21,110610.0,Phoenix,Female,Single,Project Manager,5.0,Data Analysis,Satisfied,Remote
0,37,28435.0,New York,Other,Married,Researcher,0.0,Marketing,Dissatisfied,Hybrid
Master's Degree,53,78331.0,Los Angeles,Other,Divorced,Software Engineer,9.0,Excel,Neutral,Hybrid
Bachelor's Degree,49,53942.0,New York,Male,Divorced,Data Scientist,4.0,Python,Neutral,Hybrid
Bachelor's Degree,45,84635.0,New York,Male,Single,Data Scientist,4.0,Marketing,Very Satisfied,Hybrid
High School,30,54059.0,Phoenix,Other,Single,Researcher,4.0,Java,Dissatisfied,In-office
Bachelor's Degree,18,82557.0,Los Angeles,Male,Married,Graphic Designer,7.0,Data Analysis,Very Satisfied,Hybrid
Master's Degree,52,77389.0,Chicago,Other,Divorced,HR Manager,10.0,Project Management,Satisfied,Hybrid
PhD,47,78014.0,Phoenix,Other,Single,Sales Executive,10.0,Marketing,Very Satisfied,Remote
Associate Degree,53,57826.0,Chicago,Female,Married,no details,2.0,Java,Satisfied,Hybrid
High School,42,55297.0,Los Angeles,Male,Single,Data Scientist,2.0,Marketing,Neutral,In-office
High School,33,68890.0,New York,Other,Divorced,Project Manager,0.0,Python,Very Satisfied,Hybrid
Associate Degree,36,46322.0,Houston,Male,Single,Project Manager,4.0,Python,Very Satisfied,Hybrid
Master's Degree,18,60739.0,Houston,Female,Divorced,Marketing Specialist,10.0,Marketing,Very Dissatisfied,In-office
High School,22,34719.0,Los Angeles,Female,Single,Researcher,0.0,Data Analysis,Neutral,Remote
0,39,104553.0,Houston,Male,Divorced,HR Manager,0.0,Data Analysis,Very Dissatisfied,In-office
Associate Degree,41,33314.0,Chicago,Male,Married,no details,5.0,Java,Satisfied,Remote
High School,60,118831.0,Houston,Other,Divorced,Researcher,2.0,Project Management,Satisfied,Hybrid
Bachelor's Degree,62,100164.0,Los Angeles,Female,Married,no details,4.0,Java,Neutral,Remote
Associate Degree,54,102028.0,Los Angeles,Female,Divorced,Sales Executive,4.0,Project Management,Satisfied,Remote
Associate Degree,53,61113.0,Chicago,Female,Married,Researcher,4.0,Marketing,Neutral,Remote
Master's Degree,53,40357.0,Houston,Male,Single,Data Scientist,7.0,Project Management,Satisfied,Hybrid
Bachelor's Degree,21,45365.0,Houston,Other,Divorced,Graphic Designer,6.0,SQL,Dissatisfied,Remote
0,53,0.0,New York,Male,Single,Researcher,0.0,Excel,Very Satisfied,Remote
PhD,35,26737.0,Phoenix,Male,Married,Project Manager,6.0,Communication,Dissatisfied,Hybrid
Bachelor's Degree,33,99632.0,Los Angeles,Male,Divorced,Researcher,9.0,Excel,Neutral,In-office
Master's Degree,58,110474.0,New York,Other,Divorced,Data Scientist,6.0,Python,Neutral,In-office
High School,35,103218.0,Los Angeles,Male,Single,Software Engineer,0.0,SQL,Dissatisfied,In-office
0,39,52499.0,New York,Female,Divorced,Data Scientist,0.0,Excel,Very Satisfied,Hybrid
High School,19,71157.0,Phoenix,Female,Divorced,Software Engineer,0.0,Marketing,Very Satisfied,Hybrid
High School,38,81247.0,New York,Female,Single,no details,4.0,Project Management,Very Dissatisfied,In-office
0,53,66034.0,Los Angeles,Other,Divorced,Marketing Specialist,0.0,Project Management,Satisfied,Remote
PhD,61,25294.0,Houston,Male,Single,Sales Executive,9.0,Java,Very Dissatisfied,In-office
0,56,49596.0,Los Angeles,Other,Single,Data Scientist,0.0,Java,Very Satisfied,Hybrid
Associate Degree,64,36434.0,Chicago,Male,Single,Data Scientist,6.0,Data Analysis,Dissatisfied,Remote
Bachelor's Degree,56,83382.0,Chicago,Female,Single,Software Engineer,9.0,Project Management,Satisfied,Remote
High School,46,63098.0,Chicago,Male,Single,no details,3.0,Data Analysis,Dissatisfied,Hybrid
Bachelor's Degree,43,29655.0,Chicago,Male,Married,Software Engineer,3.0,Marketing,Very Dissatisfied,Remote
Bachelor's Degree,38,108029.0,Phoenix,Male,Married,Marketing Specialist,8.0,Project Management,Neutral,In-office
Master's Degree,34,71228.0,Houston,Other,Single,Software Engineer,5.0,Java,Dissatisfied,Hybrid
PhD,33,28771.0,Houston,Male,Married,Marketing Specialist,9.0,Excel,Very Dissatisfied,Hybrid
Associate Degree,48,99099.0,Los Angeles,Male,Married,Software Engineer,2.0,Data Analysis,Very Dissatisfied,Hybrid
Bachelor's Degree,26,81799.0,New York,Male,Divorced,no details,3.0,Data Analysis,Very Dissatisfied,Hybrid
0,48,0.0,Los Angeles,Other,Single,Marketing Specialist,0.0,Python,Neutral,Remote
Master's Degree,31,42558.0,Los Angeles,Other,Married,HR Manager,6.0,Java,Neutral,Hybrid
Bachelor's Degree,54,83436.0,Los Angeles,Other,Divorced,Software Engineer,9.0,Marketing,Neutral,Hybrid
PhD,19,117103.0,Los Angeles,Male,Divorced,Data Scientist,8.0,Data Analysis,Satisfied,Remote
High School,63,57376.0,Houston,Female,Single,Sales Executive,1.0,Excel,Neutral,Hybrid
PhD,31,112458.0,New York,Female,Single,HR Manager,11.0,Excel,Neutral,Remote
High School,50,102924.0,Los Angeles,Female,Divorced,HR Manager,4.0,Excel,Neutral,Remote
Bachelor's Degree,52,54332.0,Houston,Male,Single,Software Engineer,9.0,SQL,Dissatisfied,Hybrid
Master's Degree,56,71737.0,Los Angeles,Female,Single,Sales Executive,9.0,SQL,Neutral,In-office
Associate Degree,64,114031.0,Chicago,Female,Divorced,Data Scientist,3.0,Communication,Satisfied,Hybrid
Bachelor's Degree,37,98970.0,Los Angeles,Female,Divorced,HR Manager,9.0,Excel,Very Dissatisfied,In-office
Associate Degree,19,76952.0,Los Angeles,Male,Single,Data Scientist,2.0,Data Analysis,Dissatisfied,Remote
PhD,58,45991.0,Phoenix,Female,Married,Marketing Specialist,14.0,Marketing,Very Satisfied,In-office
Master's Degree,36,52472.0,Chicago,Female,Single,Researcher,9.0,Project Management,Neutral,Hybrid
